STT,GIỐNG NHAU - LOẠI,GIỐNG NHAU - NHU CẦU,GIỐNG NHAU - TỈNH,QUẬN HUYỆN,PHƯỜNG XÃ,GIÁ - TRIỆU ĐỒNG,NGÀY ĐĂNG,HÃNG XE,DÒNG XE,NĂM SẢN XUẤT,DUNG TÍCH,KIỂU XE,SỐ KM ĐÃ ĐI
2052,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,45.9,24/12/2020,Honda,Vario,2018,100 - 175 ,Tay ga,36
2053,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,31.5,24/12/2020,Piaggio,Primavera,2014,,Tay ga,18
2054,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,,25.4,24/12/2020,Honda,Dream,1999,100 - 175 ,Xe số,1234
2055,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 10,9.5,24/12/2020,Honda,Wave,2011,100 - 175 ,Xe số,22222
2056,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 14,33.5,24/12/2020,Honda,Air Blade,2019,100 - 175 ,Tay ga,19
2057,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,5.2,24/12/2020,Honda,Wave,2012,100 - 175 ,Xe số,19
2058,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 8,16.8,24/12/2020,Yamaha,Exciter,2012,100 - 175 ,Tay côn/Moto,
2059,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 9,38.9,24/12/2020,Suzuki,Satria,2020,100 - 175 ,Tay côn/Moto,5
2060,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,,25,24/12/2020,Honda,PCX,2011,100 - 175 ,Tay ga,19
2061,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,,155,24/12/2020,Honda,SH,2010,100 - 175 ,Tay ga,12
2062,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,37.8,24/12/2020,Honda,Lead,2019,100 - 175 ,Tay ga,8
2063,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,37.8,24/12/2020,Honda,Air Blade,2019,100 - 175 ,Tay ga,9
2064,Xe máy,Cần bán,Hồ Chí Minh,Quận 3,Phường 6,69,24/12/2020,Honda,Rebel,2000,100 - 175 ,Tay côn/Moto,29
2065,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 15,130,24/12/2020,Yamaha,FZ,2010,,Tay côn/Moto,30
2066,Xe máy,Cần bán,Hồ Chí Minh,Quận 9,,4.8,24/12/2020,Honda,Cub,2016,50 - 100 ,Xe số,3
2067,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,26.5,24/12/2020,Piaggio,Liberty,2017,,Tay ga,17
2068,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,5.5,24/12/2020,Honda,Cub,2010,,Xe số,12839
2069,Xe máy,Cần bán,Hồ Chí Minh,Quận 3,Phường 10,5.7,24/12/2020,SYM,Attila,2010,,Tay ga,30321
2070,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,30.5,24/12/2020,Honda,Spacy,1998,,Tay ga,32
2071,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,,76.5,24/12/2020,Honda,SH,2018,100 - 175 ,Tay ga,6235
2072,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 14,7.8,24/12/2020,Honda,Dream,1995,50 - 100 ,Xe số,55555
2073,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 2,46,24/12/2020,Brixton,BX 150,2019,,Tay côn/Moto,1
2074,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,,1.95,24/12/2020,Yamaha,Nouvo,2007,,Tay ga,6
2075,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Hiệp Tân,3.8,24/12/2020,SYM,Attila,2008,,Tay ga,123
2076,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Quy,18,24/12/2020,Honda,SH,2008,100 - 175 ,Tay ga,35
2077,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 9,10,24/12/2020,Honda,Wave,2011,100 - 175 ,Xe số,80
2078,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường An Lạc,14.5,24/12/2020,Hãng khác,Dòng khác,2016,50 - 100 ,Xe số,20
2079,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Chiểu,13,24/12/2020,Honda,@,2002,100 - 175 ,Tay ga,49
2080,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Bà Điểm,50,24/12/2020,Honda,SH,2006,100 - 175 ,Tay ga,6464
2081,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Quy,8.3,24/12/2020,Honda,Lead,2009,100 - 175 ,Tay ga,24
2082,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,7.9,24/12/2020,Honda,Wave,2009,100 - 175 ,Xe số,1888
2083,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,35,24/12/2020,Suzuki,Raider,2018,,Tay ga,20
2084,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,1,24/12/2020,Honda,Winner,2019,,Tay côn/Moto,10
2085,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,13.9,24/12/2020,Honda,Vision,2012,100 - 175 ,Tay ga,21
2086,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,12,24/12/2020,Honda,Wave,2013,50 - 100 ,Xe số,20
2087,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,13.5,24/12/2020,Honda,Wave,2017,,Xe số,17
2088,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 14,18.5,24/12/2020,Yamaha,Janus,2017,100 - 175 ,Tay ga,14
2089,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 26,18.9,24/12/2020,Honda,Air Blade,2009,100 - 175 ,Tay ga,55
2090,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 5,102,23/12/2020,Honda,SH,2020,100 - 175 ,Tay ga,25652
2091,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 7,1.2,23/12/2020,BMW,Dòng khác,2019,Trên 175 ,Tay côn/Moto,
2092,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 5,41.8,23/12/2020,Honda,Sonic,2019,100 - 175 ,Tay côn/Moto,10
2093,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,13.5,23/12/2020,Honda,Click,2010,100 - 175 ,Tay ga,25
2094,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Đông,13.9,23/12/2020,Honda,Vision,2011,,Tay ga,22222
2095,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,6,23/12/2020,SYM,Joyride,2010,100 - 175 ,Tay ga,24
2096,Xe máy,Cần bán,Hồ Chí Minh,Quận 1,Phường Cầu Ông Lãnh,27,23/12/2020,Detech,Espero,2019,100 - 175 ,Xe số,3
2097,Xe máy,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Vĩnh Lộc A,18.2,23/12/2020,Honda,Future,2015,100 - 175 ,Xe số,30
2098,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,9.2,23/12/2020,Yamaha,Sirius,2013,100 - 175 ,Xe số,30
2099,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 16,12.5,23/12/2020,Honda,Wave,2017,100 - 175 ,Xe số,30
2100,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Quy,4,23/12/2020,Suzuki,Smash,2009,100 - 175 ,Xe số,10
2101,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,4.7,23/12/2020,Honda,67,2000,50 - 100 ,Tay côn/Moto,25
2102,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,4.7,23/12/2020,Honda,67,2000,50 - 100 ,Tay côn/Moto,25
2103,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,23.5,23/12/2020,Honda,Vision,2017,100 - 175 ,Tay ga,17
2104,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 7,18,23/12/2020,Honda,Wave,2020,100 - 175 ,Xe số,20
2105,Xe máy,Cần bán,Hồ Chí Minh,Huyện Củ Chi,Xã Tân Thông Hội,24,23/12/2020,Suzuki,Satria,2000,100 - 175 ,Xe số,400
2106,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Đông,3.2,23/12/2020,Piaggio,Vespa,2009,100 - 175 ,Tay ga,36
2107,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 10,236,23/12/2020,Honda,SH,2014,,Tay ga,14
2108,Xe máy,Cần bán,Hồ Chí Minh,Huyện Nhà Bè,Xã Phước Kiển,25.9,23/12/2020,Honda,Air Blade,2016,100 - 175 ,Tay ga,33
2109,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,13.6,23/12/2020,Honda,Dream,1998,100 - 175 ,Xe số,18
2110,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,1,23/12/2020,Honda,Vario,2020,100 - 175 ,Tay ga,5
2111,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Trung Chánh,35,23/12/2020,Honda,Vision,2020,,Tay ga,
2112,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Sơn,1.55,23/12/2020,Honda,Air Blade,2011,100 - 175 ,Tay ga,54
2113,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,,26,23/12/2020,Honda,Future,2019,100 - 175 ,Xe số,66
2114,Xe máy,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Chánh,45,23/12/2020,Piaggio,Vespa,1980,100 - 175 ,Tay côn/Moto,26195
2115,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,,13.8,23/12/2020,SYM,Attila,2008,100 - 175 ,Tay ga,30
2116,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 8,4.25,23/12/2020,Honda,Wave,2008,100 - 175 ,Xe số,20
2117,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 13,16,23/12/2020,Yamaha,Sirius,2020,100 - 175 ,Xe số,7
2118,Xe máy,Cần bán,Hồ Chí Minh,Quận 3,Phường 10,3.5,23/12/2020,Hãng khác,Dòng khác,2010,,Xe số,28321
2119,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,3.95,23/12/2020,Honda,Wave,2005,,Xe số,
2120,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,,5.2,23/12/2020,SYM,Joyride,2012,100 - 175 ,Tay ga,39
2121,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 3,79.9,23/12/2020,Honda,SH,2019,100 - 175 ,Tay ga,4
2122,Xe máy,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Tân Quý Tây,28,23/12/2020,Suzuki,Sport / Xipo,2002,100 - 175 ,Tay côn/Moto,200
2123,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,11.5,23/12/2020,Yamaha,Jupiter,2008,,Xe số,30
2124,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,12,23/12/2020,Honda,Blade,2017,100 - 175 ,Xe số,5
2125,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 1,420,23/12/2020,Harley Davidson,Sportster,2019,Trên 175 ,Tay côn/Moto,2333
2126,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,6.5,23/12/2020,Suzuki,Hayate,2010,,Tay ga,30
2127,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Đông,12.9,23/12/2020,Honda,Wave,2017,100 - 175 ,Xe số,15
2128,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,42.9,23/12/2020,Suzuki,Satria,2020,100 - 175 ,Tay côn/Moto,9
2129,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,13.5,23/12/2020,Honda,Wave,2013,100 - 175 ,Xe số,15
2130,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,28.8,23/12/2020,Honda,Air Blade,2017,100 - 175 ,Tay ga,12
2131,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,6.8,23/12/2020,Honda,Wave,2004,,Xe số,30
2132,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Trung,41.9,23/12/2020,Suzuki,Satria,2020,100 - 175 ,Tay côn/Moto,5431
2133,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,7.6,23/12/2020,Honda,Wave,2008,100 - 175 ,Xe số,38
2134,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,Phường 4,47.9,23/12/2020,Honda,Vario,2019,100 - 175 ,Tay ga,85
2135,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 25,40,23/12/2020,Honda,Winner X,2020,100 - 175 ,Tay côn/Moto,5
2136,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thạnh,7.6,23/12/2020,SYM,EZ,2008,,Xe số,120
2137,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,41.9,23/12/2020,Suzuki,Satria,2020,100 - 175 ,Tay côn/Moto,9
2138,Xe máy,Cần bán,Hồ Chí Minh,Quận 4,Phường 18,25,23/12/2020,Honda,PCX,2011,100 - 175 ,Tay ga,10
2139,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 12,4.6,23/12/2020,Suzuki,Hayate,2010,100 - 175 ,Tay ga,33333
2140,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Hiệp Bình Chánh,19.8,23/12/2020,Yamaha,Exciter,2013,100 - 175 ,Tay côn/Moto,397989
2141,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,Phường 3,15,23/12/2020,SYM,Attila,2009,100 - 175 ,Tay ga,123456
2142,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 14,6.9,23/12/2020,Suzuki,Viva,1999,100 - 175 ,Xe số,68
2143,Xe máy,Cần bán,Hồ Chí Minh,Quận 6,,15.5,23/12/2020,Honda,67,1996,Dưới 50 ,Xe số,56789
2144,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 16,1.8,23/12/2020,SYM,Attila,2005,100 - 175 ,Tay ga,56897
2145,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,129,23/12/2020,Honda,SH,2011,100 - 175 ,Tay ga,15
2146,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,,12.345,23/12/2020,Suzuki,Satria,2019,100 - 175 ,Tay côn/Moto,499
2147,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,39.9,23/12/2020,Suzuki,Satria,2019,100 - 175 ,Tay côn/Moto,
2148,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,33.9,23/12/2020,Honda,Winner X,2020,100 - 175 ,Tay côn/Moto,
2149,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 10,16.3,23/12/2020,Honda,Vision,2012,100 - 175 ,Tay ga,33
2150,Xe máy,Cần bán,Hồ Chí Minh,Quận 9,Phường Long Bình,35,23/12/2020,Yamaha,Exciter,2019,100 - 175 ,Xe số,16
2151,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,29.9,23/12/2020,Honda,Winner,2018,100 - 175 ,Tay côn/Moto,456
2152,Xe máy,Cần bán,Hồ Chí Minh,Quận 5,Phường 2,123,23/12/2020,Honda,SH,2014,,Tay ga,1
2153,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,138,23/12/2020,Honda,SH,2012,100 - 175 ,Tay ga,10
2154,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 12,22,23/12/2020,Honda,Wave,2020,100 - 175 ,Xe số,35
2155,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,32.8,23/12/2020,Honda,Air Blade,2016,100 - 175 ,Tay ga,23
2156,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,41.9,23/12/2020,Honda,Sonic,2019,100 - 175 ,Tay côn/Moto,9
2157,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,35.9,23/12/2020,Suzuki,Raider,2017,,Tay côn/Moto,
2158,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 27,5.3,23/12/2020,Suzuki,Hayate,2009,100 - 175 ,Tay ga,
2159,Xe máy,Cần bán,Hồ Chí Minh,Quận 2,Phường Cát Lái,40,23/12/2020,Honda,Vario,2020,100 - 175 ,Tay ga,82
2160,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 10,17.2,23/12/2020,Yamaha,Exciter,2014,,Tay côn/Moto,9
2161,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,45.9,23/12/2020,Honda,Sonic,2019,100 - 175 ,Tay côn/Moto,4444
2162,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 5,112,23/12/2020,Honda,SH,2010,100 - 175 ,Tay ga,16
2163,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,37.999,23/12/2020,Honda,Sonic,2018,100 - 175 ,Tay côn/Moto,9
2164,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,43.9,23/12/2020,Honda,Sonic,2020,100 - 175 ,Tay côn/Moto,9
2165,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,,6.3,23/12/2020,SYM,Elizabeth,2010,100 - 175 ,Tay ga,
2166,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 8,28.9,23/12/2020,SYM,Husky,2019,,Tay côn/Moto,850
2167,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,33.9,23/12/2020,Honda,Winner,2019,100 - 175 ,Tay côn/Moto,5
2168,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,,9.8,23/12/2020,Yamaha,Mio,2012,100 - 175 ,Tay ga,88
2169,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,35.9,23/12/2020,Suzuki,Satria,2019,100 - 175 ,Tay côn/Moto,789
2170,Xe máy,Cần bán,Hồ Chí Minh,Quận 7,Phường Tân Hưng,2.2,23/12/2020,Yamaha,Nouvo,2005,,Tay ga,9494
2171,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 11,42.5,23/12/2020,Honda,MSX 125,2019,,Tay côn/Moto,900
2172,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Hòa Thạnh,28.9,23/12/2020,Honda,Winner,2019,,Tay côn/Moto,8
2173,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 6,32,23/12/2020,Honda,Air Blade,2015,100 - 175 ,Tay ga,5
2174,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 14,24.5,23/12/2020,SYM,Husky,2018,100 - 175 ,Tay côn/Moto,110
2175,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Phú Thọ Hòa,29.8,23/12/2020,Honda,Air Blade,2016,,Tay ga,20
2176,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 1,41,23/12/2020,Yamaha,TFX,2016,,Tay côn/Moto,24
2177,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,18.5,23/12/2020,Piaggio,Liberty,2014,100 - 175 ,Tay ga,17
2178,Xe máy,Cần bán,Hồ Chí Minh,Huyện Bình Chánh,Xã Bình Chánh,20,23/12/2020,Yamaha,Exciter,2011,,Tay côn/Moto,40
2179,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,13,23/12/2020,Honda,Wave,2016,100 - 175 ,Xe số,18
2180,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hoà A,3.6,23/12/2020,SYM,Attila,2007,100 - 175 ,Tay ga,1
2181,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,25.8,23/12/2020,Yamaha,Grande,2017,100 - 175 ,Tay ga,5542
2182,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 15,17.5,23/12/2020,Honda,Dream,2013,,Xe số,123
2183,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,38.9,23/12/2020,Suzuki,Satria,2019,100 - 175 ,Tay côn/Moto,9
2184,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,,10.5,23/12/2020,Yamaha,Jupiter,2007,,Xe số,5633
2185,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Trị Đông,4.5,23/12/2020,Hãng khác,Dòng khác,2010,50 - 100 ,Tay ga,1000000
2186,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Chánh Hiệp,52,23/12/2020,Honda,Air Blade,2020,100 - 175 ,Tay ga,
2187,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 14,45.5,23/12/2020,Honda,Vario,2019,100 - 175 ,Tay ga,12
2188,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 27,48.5,23/12/2020,Honda,Vario,2019,100 - 175 ,Tay ga,7
2189,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Thành,19.5,23/12/2020,Honda,Dylan,2005,,Tay ga,30
2190,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Bình,Phường 10,22.1,23/12/2020,Honda,Vision,2018,50 - 100 ,Tay ga,15
2191,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Thạnh,Phường 11,57,23/12/2020,Honda,SH,2007,100 - 175 ,Tay ga,22
2192,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Sơn,12.5,23/12/2020,Suzuki,Viva,2013,100 - 175 ,Xe số,19
2193,Xe máy,Cần bán,Hồ Chí Minh,Quận 3,Phường 4,11,23/12/2020,SYM,Elegant,2018,Dưới 50 ,Xe số,15
2194,Xe máy,Cần bán,Hồ Chí Minh,Quận 4,Phường 4,7,23/12/2020,Honda,Winner X,2009,100 - 175 ,Xe số,
2195,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 4,78.5,23/12/2020,Honda,SH,2008,,Tay ga,18
2196,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,41.8,23/12/2020,Honda,Click,2016,100 - 175 ,Tay ga,9
2197,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,45,23/12/2020,Honda,Sonic,2019,100 - 175 ,Tay côn/Moto,8
2198,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 14,63,23/12/2020,Honda,SH,2015,100 - 175 ,Tay ga,6
2199,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,48.8,23/12/2020,Honda,Vario,2020,100 - 175 ,Tay ga,9
2200,Xe máy,Cần bán,Hồ Chí Minh,Quận Bình Tân,Phường Bình Hưng Hòa,14.5,23/12/2020,Honda,Air Blade,2014,100 - 175 ,Tay ga,
2201,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,Phường 2,2.8,23/12/2020,Yamaha,Nouvo,2006,100 - 175 ,Tay ga,38
2202,Xe máy,Cần bán,Hồ Chí Minh,Quận 8,Phường 5,68,23/12/2020,Honda,SH,2008,,Tay ga,500
2203,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,46.8,23/12/2020,Honda,Vario,2019,100 - 175 ,Tay ga,9
2204,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 7,72,23/12/2020,Honda,SH,2007,100 - 175 ,Tay ga,2555
2205,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,48.8,23/12/2020,Honda,Vario,2020,100 - 175 ,Tay ga,9
2206,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 9,49.8,23/12/2020,Honda,Vario,2020,100 - 175 ,Tay ga,9
2207,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 12,15.5,23/12/2020,Honda,Wave,2004,50 - 100 ,Xe số,45
2208,Xe máy,Cần bán,Hồ Chí Minh,Huyện Hóc Môn,Xã Xuân Thới Đông,11.8,23/12/2020,Honda,Wave,2005,,Xe số,23456
2209,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Trung Mỹ Tây,61.5,23/12/2020,Honda,SH,2013,,Tay ga,9
2210,Xe máy,Cần bán,Hồ Chí Minh,Quận 11,Phường 14,14,23/12/2020,Yamaha,Nouvo,2015,100 - 175 ,Tay ga,18
2211,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Tân Sơn Nhì,5.9,23/12/2020,Yamaha,Sirius,2014,,Xe số,19
2212,Xe máy,Cần bán,Hồ Chí Minh,Quận Thủ Đức,Phường Linh Xuân,18.8,23/12/2020,Honda,Lead,2014,100 - 175 ,Tay ga,3
2213,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,,24.3,23/12/2020,Yamaha,Exciter,2015,100 - 175 ,Tay côn/Moto,10
2214,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,,2.2,23/12/2020,Suzuki,Smash,2011,Không biết rõ,Xe số,499
2215,Xe máy,Cần bán,Hồ Chí Minh,Quận 3,Phường 9,16.2,23/12/2020,Honda,Air Blade,2012,,Xe số,20
2216,Xe máy,Cần bán,Hồ Chí Minh,Quận 9,Phường Tăng Nhơn Phú A,4.5,23/12/2020,Halim,Dòng khác,2017,Dưới 50 ,Xe số,10794
2217,Xe máy,Cần bán,Hồ Chí Minh,Quận Tân Phú,Phường Hòa Thạnh,2.4,23/12/2020,Honda,Spacy,2006,100 - 175 ,Tay ga,20
2218,Xe máy,Cần bán,Hồ Chí Minh,Quận 4,,168,23/12/2020,Honda,SH,2011,100 - 175 ,Tay ga,13
2219,Xe máy,Cần bán,Hồ Chí Minh,Quận 12,Phường Tân Thới Hiệp,11.8,23/12/2020,Honda,Dòng khác,2010,,Tay ga,50
2220,Xe máy,Cần bán,Hồ Chí Minh,Quận 3,Phường 1,15.2,23/12/2020,Honda,Air Blade,2008,100 - 175 ,Tay ga,50
2221,Xe máy,Cần bán,Hồ Chí Minh,Quận Gò Vấp,Phường 6,7.2,23/12/2020,Yamaha,Mio,2009,,Tay ga,1111
2222,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,,5.95,23/12/2020,Honda,67,1980,,Xe số,5
2223,Xe máy,Cần bán,Hồ Chí Minh,Quận Phú Nhuận,,1.95,23/12/2020,SYM,Attila,2007,,Tay ga,5
